name,text,context
Barney, 13 years??!!," Look, I realize it's weird, okay? Not many people go five years without having sex.  I peaked really young."
Barney," So I threw the pressure air oxygen into its mouth. I sh**t the t*nk, boo, nomore shark. Mr. Hall and I swam back to shore. Hey,let me serve you a drink."," Kids, in the spring of 2008 something kind of strange have been happening to your uncle Barney. He's been doing great with a woman.  He's only been gone a few moments but when he return..."
Barney, So where were we?, He's only been gone a few moments but when he return... ...he gets slap! It kept happening...
Barney, Again? Really? Wait..., Until finally Lily was approached by a mysterious woman who wants her stay away from Barney...so when it happened once more...  Barney knew who to look for...
Barney," Hey, excuse me. Did I sleep with you and then totally screw you over?", Barney knew who to look for...  No.
Barney, What are you doing on Friday?, No.  Stop! Amy?
Barney, Stop! Amy?, What are you doing on Friday?  Abby.
Barney, Riiiggghhhttt!!!," Abby.  Kids, sometimes you can do something right a thousand times in a row..."
Barney, Why are you trying to ruin my life?," Hmm, but, girlfriend, you cannot pull off a tall kitchen.  Well, you slept with me and then you never called me again."
Barney, And?," Well, you slept with me and then you never called me again.  That's it."
Barney," That's it? As far as I'm concerned, if I leave you safe on dry land with adequate transportation home, you've got nothing to complain about."," That's it.  Well, it hurt, okay? And then Ted, the love of my life started dating my boss instead of me. Do you know how that feels?"
Barney," Oh, boo-hoo, poor little Ashley."," Well, it hurt, okay? And then Ted, the love of my life started dating my boss instead of me. Do you know how that feels?  Abby!"
Barney," Abby. A few weeks ago, Ted dumped me as his wingman. You had a crush on him for a couple weeks? I was Ted's best friend for seven years.", Abby!  Ted said Marshall was his best friend.
Barney, Seven years!, Ted said Marshall was his best friend.  Sorry.
Barney, Ted. What an idiot. With his stupid meaningful relationship with Stella., Sorry.  I hate Ted.
Barney, I hate Ted more., I hate Ted.  Are you as turned on as I am?
Barney, Probably not quite as much., Are you as turned on as I am?  I'm sorry I yelled out Ted.
Barney, I'm sorry I yelled out Abby., I'm sorry I yelled out Ted.  I am Abby.
Barney," Oh, cool.", I am Abby.  This is insane. Has Lily even worn half this stuff?
Barney, What?," You know what I hate most about Ted?  His stupid hair. His stupid, lame awesome hair. It's so stupid and awesome."
Barney, You know what I hate most about Ted?," His stupid hair. His stupid, lame awesome hair. It's so stupid and awesome.  What?"
Barney," How he's always like, Oh, I want to fall in love and have a relationship. I care about the people I have sex with. He's so lame.", What?  He's so lame and awesome.
Barney, You know what he needs? He needs to see just how horrible he is when he's in a relationship.," He's so lame and awesome.  Yeah, and I need to show Ted that I'm over him. Are you thinking what I'm thinking?"
Barney, I think so.," Yeah, and I need to show Ted that I'm over him. Are you thinking what I'm thinking?  You're thinking of having sex with Ted?"
Barney," Ted, fancy bumping into you here. Have you guys met my girlfriend Abby?"," That's an amazing idea. I'm going to go call them. I can probably sell two more paintings with time to spare. Oh, wait, Marshall. There was something I had to tell you. What was it? Oh, that's right. Suck it.(Barney and Abby arrives as Lily is leaving)  Uh, yeah."
Barney," Hi, Abby."," Uh, yeah.  Hello, Abby. So, uh, s-so you guys are dating now?"
Barney," That's right. I am done with this whole being awesome thing. Now I'm all about farmers' markets and day hikes in matching khaki cargo shorts. Isn't that right, sweetie?"," Hello, Abby. So, uh, s-so you guys are dating now?  That's right. And girlfriends are lame. Unless they're me. I miss you, Ted."
Barney," Abby and I are in love. Not hot passionate love. Couple love. You know, movie night with my girlfriend, then waiting for her to go to bed so I can steal one pitiful moment of hollow ecstasy by the cold, blue light of my computer monitor."," That's right. And girlfriends are lame. Unless they're me. I miss you, Ted.  We're showing Ted how lame he is."
Barney," You don't have to say it, though."," We're showing Ted how lame he is.  Uh, okay, Barney, you can stop."
Barney," Stop what, Ted? Stop being in love? Next he'll ask us to stop breathing."," Uh, okay, Barney, you can stop.  We can't stop breathing, Ted. Your hair looks amazing."
Barney," Not before I share with you what being in a relationship leads to, Ted. Abby, Pookie Bear... I am so pathetically desperate for you that... aw, heck, I'll just say it. Would you marry me?"," Um, Barney, I, I see what you're doing. Please stop.  Wait, really?"
Barney, I would never joke about true love.," Wait, really?  Yes, I'll marry you."
Barney, Okay.," Yes, I'll marry you.  Thank you, thank you. I have to call my mom."
Barney, That's you.," Thank you, thank you. I have to call my mom.  Uh, yeah, I don't think Abby knows you're kidding."
Barney," Uh, yes, she does."," Uh, yeah, I don't think Abby knows you're kidding.  It finally happened, Mama. I just wish Daddy were alive to walk me down the aisle."
Barney, Totally committed to the bit.," It finally happened, Mama. I just wish Daddy were alive to walk me down the aisle.  Yes, Lily Aldrin. I sold you the painting earlier today."
Barney," Hey, I think I left my tie here. Have you seen it?"," Hi, sweetie.  No, I'm in wedding-planning mode. Stressville. Population: me. Okay, big decision. What do you think the cake should be: Fudgie the Whale or Cookie Puss?"
Barney," Yeah, that was a bit. We were doing a bit."," No, I'm in wedding-planning mode. Stressville. Population: me. Okay, big decision. What do you think the cake should be: Fudgie the Whale or Cookie Puss?  So I'm thinking Labor Day. I was going to say Fourth of July, but I don't want to steal any attention away from America."
Barney," Abby, I've... I've got some bad news. I can't marry you."," So I'm thinking Labor Day. I was going to say Fourth of July, but I don't want to steal any attention away from America.  What?"
Barney, Ted begged me not to. I think he's in love with you., What?  Really?
Barney," Yes, our plan worked better than we ever dreamed. You have to go to him. Here's his home address. But you know what? He works late, so I wouldn't go before 2:00 or 3:00 in the morning."," Really?  Oh, my God, thank you. But now I feel wrong keeping this."
Barney," Oh, yeah, I wouldn't worry about that. That's made of candy. Later."," Oh, my God, thank you. But now I feel wrong keeping this.  Hey, go to lilyandmarshallselltheirstuff.com or charityfolks.com."
Barney, What are you doing?, Lily threw herself into her painting.  Barney was rehabilitating from his bus accident.
Barney," Bogeyman with a teleprompter. That's hilarious! Great joke, Robin, great joke."," Okay, I officially hate my job. I'm not a reporter, I'm just someone who shows up at night and scares people. I'm the bogeyman with a teleprompter.  Barney, no offense to Robin, but that wasn't that funny."
Barney," Are you kidding? That was a great joke. It's smart, funny, beautiful, the whole package. It's everything you're afraid to let yourself want. In a joke. Bogeyman with a teleprompter. Classic."," Barney, no offense to Robin, but that wasn't that funny.  Okay, what is so urgent that you called me and begged me to come over at 7:22 in the morning?"
Barney," I could tell you knew something was up with me, and you're right. But I can't tell you what it is. I should tell you, but I can't! I have to. I never will! I'm going to. Let's just drop it. What's up with you?"," Okay, what is so urgent that you called me and begged me to come over at 7:22 in the morning?  Barney, just say it."
Barney, I think I'm in love with Robin.," Barney, just say it.  Hey, Lily needs some gift ideas for Stella's wedding shower. Does she like to cook?"
Barney, It's not sweet. It's like a disease. I slept with Robin one time and I caught feelings. I caught feelings bad. I used protection and everything.," I don't believe it. I thought you called me over here to uncuff you from your sex swing again, but you're in love? That is so sweet!  Barney, you don't catch feelings, you just have them. And they're good."
Barney," They're terrible! I can't eat, I can't sleep. She's all I think about. I close my eyes, I see Robin. I, I hear a song; it reminds me of Robin."," Barney, you don't catch feelings, you just have them. And they're good.  Morning."
Barney," I sleep with that chick, I'm thinking about Robin."," Morning.  Okay, so I don't know every single detail about Stella. What's really about? Do you not like her or something?"
Barney," I'm sorry, I don't follow you. That's like saying, How can an ant carry 20 times its body weight, but root beer floats are still delicious? Are the two even related? Really?"," You love her? Barney, how can you be in love, and still be sleeping with anything that moves?  Barney, you're going to have to stop screwing around if you want to be Robin's boyfriend."
Barney, Boyfriend? I don't want to be Robin's boyfriend.," Barney, you're going to have to stop screwing around if you want to be Robin's boyfriend.  Well, what do you want, then?"
Barney, I don't know. I just want to be with her. All the time. I want to hear about her day and tell her about mine. I want to hold her hand and smell her hair. But I don't want to be her stupid boyfriend.," Well, what do you want, then?  Barney, what you just described is a relationship between a boyfriend and a girlfriend. And a pretty clingy one at that."
Barney," Look, Lily, are you going to help me out with this or not?"," Barney, what you just described is a relationship between a boyfriend and a girlfriend. And a pretty clingy one at that.  I'm a kindergarten teacher. I see a confused, little kid in the corner trying to eat the lefty scissors, I gotta help the poor, little bastard. But only if you stop sleeping around. Deal?"
Barney, Deal.," I'm a kindergarten teacher. I see a confused, little kid in the corner trying to eat the lefty scissors, I gotta help the poor, little bastard. But only if you stop sleeping around. Deal?  Coming up next, is your local ice cream man actually driving a roving meth lab on wheels? Stay tuned for the full... Scoop. Really?"
Barney, So just call her up?, Robin just needs to see this new see of you.  Just call her up.
Barney," Hi, Robin..(he jabbers something and hang up) She wasn't there. I left a voice mail."," Just call her up.  You left a voice, but it wasn't male. Barney, I don't get it. You've called a million girls a million times."
Barney," Yeah, but those were just booty calls."," You left a voice, but it wasn't male. Barney, I don't get it. You've called a million girls a million times.  On a booty call, you barely even have to talk. Around 9:00 p.m., you say..."
Barney," On a booty call, you barely even have to talk. Around 9:00 p.m., you say..."," Yeah, but those were just booty calls.  Hey, baby, it's Barney. You busy tonight? Sweet. See you in half an hour? Can't wait."
Barney," Hey, baby, it's Barney. You busy tonight? Sweet. See you in half an hour? Can't wait."," On a booty call, you barely even have to talk. Around 9:00 p.m., you say...  But the later it gets, the fewer words you need."
Barney," But the later it gets, the fewer words you need."," Hey, baby, it's Barney. You busy tonight? Sweet. See you in half an hour? Can't wait.  And by 3:00 in the morning..."
Barney, And by 3:00 in the morning...," But the later it gets, the fewer words you need.  Sweet."
Barney, Sweet., And by 3:00 in the morning...  A question mark? You got laid off a question mark?
Barney, It's no worse than your super-obvious code words., A question mark? You got laid off a question mark?  Rhinoceros.
Barney," Ah, ah, it's her, it's Robin. What do I do? No-no-no-no, aah! Robin... Great to hear from you. To what do I owe the pleasure?"," Great. Now we need a new code word.  You called, said..., and hung up. What do you want?"
Barney, Help me!," You called, said..., and hung up. What do you want?  Just ask her something."
Barney, How are you feeling today?, Just ask her something.  Fine.
Barney, At what age did you first get your period?, Something personal.  Did you just ask me about about my period?
Barney," No, I did not."," Did you just ask me about about my period?  Look, Barney, I'm at work right now."
Barney," Robin, I was wondering if... Nothing. Gotta go. Bye. That was just a practical joke. I'm not really in love with Robin. You should've seen the look on your face. There's cameras right there and there and there. What a legendary prank that we're never going to speak of again.", Just ask her out.  Gross.
Barney, Where are the boys? I thought this was a group thing., I do.  I lied. They're not coming and I'm about to leave.
Barney, Why?," I lied. They're not coming and I'm about to leave.  Because... they're not in love with Robin, and neither am I. I mean, she's great and sweet. I'm not going to pretend that I haven't noticed her body, but this is off topic. Good luck."
Barney," Wait, wait, I can't do this. She'll never take me seriously. She thinks I'm some womanizing idiot."," Because... they're not in love with Robin, and neither am I. I mean, she's great and sweet. I'm not going to pretend that I haven't noticed her body, but this is off topic. Good luck.  We both know you're more than that. Show Robin the Barney I met the other day."
Barney," You mean the insecure, touchy-feely she-male who sounded alarmingly close to Ted?", We both know you're more than that. Show Robin the Barney I met the other day.  Ted h*t that for over a year.
Barney, Wish me luck.," Ted h*t that for over a year.  I just thought it'd be fun to watch a movie tonight, and since you've never seen Star Wars, I figured why not? No big deal. It's pretty good."
Barney," So, Robin... tell me about your day, and not just what happened, how you felt about what happened."," I really do, don't I?  What?"
Barney," I'm not looking to problem-solve, I'm just looking to listen.", What?  Why are you acting like this?
Barney, Like what?," Why are you acting like this?  You're being super nice. It's... freaking me out. Be... gross, be inappropriate. Be Barney."
Barney," I'm being Barney, and I think tonight's going to be de... wait for it... lightful. Delightful."," You're being super nice. It's... freaking me out. Be... gross, be inappropriate. Be Barney.  Right. So I went to the chiropractor yesterday. That guy bent me over the table and pounded me for a good hour."
Barney, Is insurance going to cover that? Sometimes they don't.," Right. So I went to the chiropractor yesterday. That guy bent me over the table and pounded me for a good hour.  That's it? Today I was at the dentist. That guy drilled me all day long. He drilled me hard. He filled all of my cavities. Come on, man."
Barney, Your teeth look fantastic.," That's it? Today I was at the dentist. That guy drilled me all day long. He drilled me hard. He filled all of my cavities. Come on, man.  Who are you?"
Barney, Thanks.," What part, what part?  Nothing? Not even a glance? Even I was thinking about rocking a motorboat on those bad boys. What the hell is wrong with you?"
Barney," I don't always want to be that guy. Sometimes I want to be someone you can have an actual conversation with. Now, tell me something about you that I don't know yet. Seriously."," Nothing? Not even a glance? Even I was thinking about rocking a motorboat on those bad boys. What the hell is wrong with you?  There's a job opening at a new cable network that would be perfect for me... completely legit world news, interviews with people who matter... but I decided I'm not going to apply."
Barney, Why not?," There's a job opening at a new cable network that would be perfect for me... completely legit world news, interviews with people who matter... but I decided I'm not going to apply.  Because I'm a joke. I'm just the scary news lady from some stupid local news channel."
Barney, We both know you're more than that. Promise me you'll apply., Because I'm a joke. I'm just the scary news lady from some stupid local news channel.  It's not as easy...
Barney, Promise me you'll apply., It's not as easy...  I promise.
Barney, To taking chances.," I don't believe this. I believe, she knows this is important to me. She's blatantly...(Ted looks at his phone)Stop watching me, jackasses.  To taking chances."
Barney," You know, Robin, there's actually something, I do want to talk to you about.", To taking chances.  Last call.
Barney, Of course it is. One more for the road?," Last call.  Yeah, why not? Hold that thought?"
Barney," So, here's the deal."," Then, Ted's a lucky guy. Bear.  April, have... you met Barney? April just finished her shift, she's looking to blow off some steam."
Barney, Would you excuse us for one sec? What are you doing?," April, have... you met Barney? April just finished her shift, she's looking to blow off some steam.  You were so nice to me tonight, I wanted to return the favor, wingwoman-style. So, as I was saying, Barney is the Yankees' new second-baseman. And Barney, April asked if tomorrow, you could h*t a goal for her during the baseball match. You can't make this stuff up. So, you two kids have fun."
Barney," Yeah, I'm nervous for the other team 'cause when I step up to that plate... I am not a New York Yankee. Any other night, I would probably try to convince you that I am, but I'm not. I'm just some guy who's in love with the girl that just left, and she's never going to feel the same way. So I'm just going to go.", So are you... nervous about the game?  And that was it.
Barney, And that was it.," Yeah, I'm nervous for the other team 'cause when I step up to that plate... I am not a New York Yankee. Any other night, I would probably try to convince you that I am, but I'm not. I'm just some guy who's in love with the girl that just left, and she's never going to feel the same way. So I'm just going to go.  I'm so sorry, Barney. You can't give up. You know, it may take some time, but once Robin sees the new you..."
Barney," My name, and tell your nephews to bring their mitts. They're going to be in foul ball country. Come on. The Robin stuff was completely true."," When my family gets to Yankee Stadium, are the tickets under your name or mine?  Damn it, Barney. I mean, for the last time, you can't... you can't be in love with Robin and still be sleeping with every bimbo on the planet. You have to choose right now."
Barney, I choose bimbos.," Damn it, Barney. I mean, for the last time, you can't... you can't be in love with Robin and still be sleeping with every bimbo on the planet. You have to choose right now.  What?"
Barney," Bimbos make me happy. Bimbos make me feel alive. Bimbos make me want to pretend to be a better man. This whole thing with Robin was just a fling, but at the end of the day, my heart belongs to bimbos."," What?  This is just a defense mechanism, because you're afraid of getting hurt. You're just confused."
Barney," Oh, I'm not confused. You know who is confused? Bimbos. They're easily confused. It's one of the thousand little things I love about them. I love their vacant, trusting stares, their sluggish, unencumbered minds, their unresolved daddy issues. I love them and they love me. Bimbos have always been there for me, through thick and thin. Mostly thin. B- man don't do thick crust. What up?"," This is just a defense mechanism, because you're afraid of getting hurt. You're just confused.  See you, Barney."
Barney," Goliath National Bank. The world leader in credit and banking. God, I love Goliath National Bank!","When I first moved to New York, it was dingy, disgusting, ugly, flea-ridden, stinky and altogether terrifying, but then, sadly. The whole city started to go uphill. The streets got a little cleaner, the rents got a little higher, and one by one, the crappy old places we loved began to disappear. The Elbow Room, an old punk rock club, became a drugstore. McHale's, a working-class watering hole, became a fast-food place. And Fez, a Moroccan-themed lounge, became a bank. And not just any bank.  Okay, first of all, you look like the last pick in the draft. And, second, why are you so excited about some bank?"
Barney," Our company just bought them out in a ruthless takeover. Took two months. Cost 2,000 jobs. It was brutal. Who wants a T-shirt? (He throws one to Ted.) Hey, Marshall, they're hiring in the legal department. I could get you a job."," Okay, first of all, you look like the last pick in the draft. And, second, why are you so excited about some bank?  Barney, Marshall didn't quit his last soul-sucking corporate job just to go work at a bank. He's gonna be an environmental lawyer."
Barney, Italian., We had sushi last night.  I had Italian for lunch.
Barney, I don't like Chinese., Oh.  Indian?
Barney, I just said I don't like Chinese., Indian?  Indian isn't Chinese.
Barney," Weird meats, funny music, side of rice. Why are we splitting hairs?", Indian isn't Chinese.  Mexican?
Barney, I just said I don't like Chinese., Mexican?  God.
Barney," I love this burger so much, I want to sew my ass shut.", It's like an angel from heaven landed in the kitchen at MacLaren's. Where the chef k*lled it and ran it through the meat grinder.  It's okay.
Barney, Name two places where things get stuffed.," And there it was.  So, I went inside."
Barney, You know what's not a drag? Getting a home equity loan at Goliath National Bank. I'm just saying.," Probably tucked between her legs.  Anyways, we never found the place. Now, eight years have passed, still... No burger."
Barney, Get this. You know who works out at my gym? Regis Philbin.," There was that one time we thought we had a break in the case, remember?  The autographed picture."
Barney," No. No, we don't know where it is."," And if you tell me it's at the Corner Bistro, I'm gonna smack you right in the face!  Listen, Blondie! Don't mess with me! Daddy needs his meat."
Barney," Listen, Blondie! Don't mess with me! Daddy needs his meat."," No. No, we don't know where it is.  I don't know where it is, Regis, I swear!"
Barney," I don't know where it is, Regis, I swear!"," Listen, Blondie! Don't mess with me! Daddy needs his meat.  What about you, Lurch? (To Ted) And what about you, satchel-mouth?(Giving a card to Barney)This is my cell. You find that burger; you call me day or night."
Barney," OK, Regis, we will, we will."," What about you, Lurch? (To Ted) And what about you, satchel-mouth?(Giving a card to Barney)This is my cell. You find that burger; you call me day or night. What are you waiting for? Get out and find the burger!"
Barney, All right.,"What are you waiting for? Get out and find the burger!  Let's go, all of you!"
Barney," You know what else is a mouthful? All that double-talk other banks give you. At Goliath, customer satisfaction is our most important investment."," Honey, I'm so excited for you. After all these interviews, after all these disappointments, you deserve a triumphant mouth full of meat.  Barney, I hate to break this to you, but working for a bank's kind of lame."
Barney," How lame is free a*t*matic bill pay? How lame is 3.3% APY online savings? Yeah, that's right. Hate to make you look stupid in front of your friends, but you left me no choice.He laughs."," Barney, I hate to break this to you, but working for a bank's kind of lame.  We should probably call Regis."
Barney, Reg...(He takes his phone.)That guy scares me. I think I'll leave him a text., We should probably call Regis.  Heads or Tails - Studio set
Barney, All right., Just shut up and eat.  Oh my god. I'm never brushing my teeth again unless it's with a toothbrush made from this burger.
Barney," I want... to take this burger out to dinner, then maybe a movie, then take it back to my place, put on a little Terence Trent D'arby, and then I would just... fool around a little bit. Nothing serious, just take it slow, you know?", I think I just had my first burg-asm.  This isn't it.
Barney," You know, Lil, when times are tough, I like to remember the uplifting words of my favourite song.He starts singing.We'll be on your side when you need a friend. Through thick and thin you can always depend. On the world leaders in credit and banking. Goliath National Bank.Member FDIC."," Come on, Lily, he'll find a job eventually.  We've got to find Marshall that burger."
Barney, Barney Stinson.," 106. A numbered street. Of course.  Barney, where the hell are you?"
Barney," I'm sorry, this is...?"," Barney, where the hell are you?  Regis. I'm at the place."
Barney," Of course. I'm sorry, I forgot to call you. That's not the place. The real place is on 106th and Manhattan Avenue. We're headed there right now."," Regis. I'm at the place.  What? Uptown?He breaks a mail box.Fine, fine, I'll be there in 20. If you get there first, medium rare."
Barney, Onions?," What? Uptown?He breaks a mail box.Fine, fine, I'll be there in 20. If you get there first, medium rare.  Onions?"
Barney," Okay, no onions.", Onions?  Stop the cab!
Barney," One of 9,000 convenient locations.", This is it.  It was ri... it was right here. It was... it was right on this very spot.
Barney, What the...," But... food.  This is your fault, you and your stupid bank. You did this."
Barney," It's not my... Stop, okay.She hits his knee. Stop that, Lily."," This is your fault, you and your stupid bank. You did this.  I will never use a Goliath ATM ever again. Goliath National Bank sucks. It's the worst bank on the face of the earth. Attention, New Yorkers, this bank sucks! They suck!"
Barney," Marshall, Geez."," I will never use a Goliath ATM ever again. Goliath National Bank sucks. It's the worst bank on the face of the earth. Attention, New Yorkers, this bank sucks! They suck!  They suck, suck!"
Barney, Will you just tell her already?," They suck, suck!  Tell me what? Tell me what?"
Barney," Well, technically not together. You won't have access to my floor."," Goliath National Bank. That's why Barney's been going on and on about how, how great Goliath is. He wanted you to be excited for me since we will to working together.  But you want to be an environmental lawyer."
Barney," If only there were an easy, convenient way to get some cash right now.", I haven't worked since March.  Member FDIC.
Barney, Member FDIC.," If only there were an easy, convenient way to get some cash right now. So we paid the guy, and 20 minutes later..."
Barney, This feels so good. I'm worried I'm gonna get this burger pregnant.," Oh, my God. I just want you inside of me.  If he does get that burger pregnant, I have dibs on the delicious burger babies."
Barney, That's outrageous., What? Come on.  That is unbelievable. Wait. This is it!
Barney," Well, I must go to Stella. Tonight is the big night. I tried before, I always failed. This time I will succeed. Tonight... I am a lesbian. Robin, your lipstick."," During the fall of 2008, I had a little problem.  Oh, no! Take pictures, okay?"
Barney," Hi, Ted."," Oh, no! Take pictures, okay?  I lived in New York, but Stella was living across the river in New Jersey..."
Barney, T-Diddy! You've missed that!, Theodore!  Robin has had the job of presenter.
Barney," First, I no longer have my gold medallions. I sold them when they are out of date, 400 years ago.", Why?  Lily?
Barney," Yeah, and I want another drink for this girl, Doris. I know I can ask this aircraft lesbian."," It's pathetic. It's Saturday night. We should get drunk in a bar. I know this sounds depressing, almost tragic, but it is a fact.  No snakes on that plane."
Barney, You can be at 22h.," With the next train, you can be in McClaren's to 23h.  No, I have to change. I'm not feeling in New Jersey."
Barney, No thank you. I play not with aquariums unless they are my two favorite animals: the pilot fish and torturlute. Did you see!, That's great! We have darts. A half ping-pong. An aquarium. Look how it's getting a great night as planned. One could make the bait and watch them fight.  For torturlute? You're right.
Barney, Marshall., For torturlute? You're right.  You deserve better than that.
Barney, Lily., You deserve better than that.  Not good enough.
Barney, Stella., Not good enough.  Sorry.
Barney," I fall not rest until we not make me respect for another person's knuckles brushing against mine so sweet, but manly.Small, small... Small, small... Small... Who's the baby? Know that as long as it does not have what he wants. No, deserves.This fist will not waver. It... bow... not.", Sorry.  Who wants to play Scrabble?
Barney," Guys, I'm sure the dog had to soaring after swallowing the tablet X. Too good! Go!"," Me too. My God, I moved to New Jersey?  I can not live here."
Barney, Air Hockey. Well done my fat.," It's not so bad. You can put a mini fridge, there, and perhaps an air hockey.  I speak of New Jersey in general, not the basement. She wants me moved? I do not get it. It was discussed there for months."
Barney," Seriously, I thought it was the only one. Too much!(Robin arrives in the basement) You're glowing. Tape the Barnacle.", I understand why they want to live in New Jersey when you can live in Manhattan? I thought my apartment was one of his reasons for marrying me.  Stella has already warned me.
Barney, How so?," It was not my first day. I arrived and there were 20 people. In fact, I have not really got the job. I just had an interview.  I know. He told me that I had had it."
Barney, Naughty.," Thank you.  That sucks, but I can do what? I will not have another job. You would have seen other women in the interview. They were all more experienced, more ethnic. There was a black girl with blue eyes. How can I compete?"
Barney, You can not.," That sucks, but I can do what? I will not have another job. You would have seen other women in the interview. They were all more experienced, more ethnic. There was a black girl with blue eyes. How can I compete?  You can compete with anyone. You're Robin Scherbatsky. Confident, strong, great. With super long legs that look great in shorts."
Barney," If you call now, you'll regret it. I slept with me full of women who were then sent to graze and then decamped. And sometimes they take the phone and they call me and do it again. And when we finished, I see that look on their faces, that look that says they hate themselves and they would never have known. But if you could see this look... In fact, you can see that look, there is a video,http://www...", I called Joel.  Come on. I will not call.
Barney, This is the look.Ted and Marshall are at the supermarket.," not Drink Beer! I remember when I bought it. That was before she became pregnant with Lucy. You can go pick on PriceCo? While you will be there, get yourself a map. You surely will go there all the time.  I can not live here. I hate being here. I would k*ll myself."
Barney, I'll give you $ 100 for hitting my fist. $ 200.," It asks me no problem holding a cup, unlike you.  Drop it, Barney. Your arm should make you suffer."
Barney, $ 10 000.," Drop it, Barney. Your arm should make you suffer.  You'll be on the other side of the river. You'll be in New York all the time."
Barney, They are magnificent... manly tears of pain. They are not emotional. They are a little emotional., It's the tears?  Where is Robin?
Barney," Robin, hangs up. Do not do that."," Shirley, this is Robin. I called Joel.  Sorry, I know, OK?"
Barney," Do not do it. It's scary to bet on itself, if you do not, nobody will. I'm not saying that to pat my fist. Even if a punch would be great. I mean it.", You can never be in town in 30 minutes.  I bet on me. I bet I can be there for 23h.
Barney," Oh, yes. Tape for safety."," Ok, this is crazy. You can not believe that New Jersey is better than New York. In New York, there was Broadway. No need to say more.  It was Atlantic City."
Barney, You can not b*at A.C. Pity! Nobody needs to know., It was Atlantic City.  New York has Greenwich Village.
Barney, Chronicles of the Oscar-winning on urban neurotic.Tape!, New Jersey coast.  Bruce Springsteen.
Barney," Small town, big men, then tope."," Yes, except I hate it. I'm too big for New York! I try to hold seats in the cramped subway or stoop under doors over 150 years. People are taller, have larger doors. What is your problem?  It is too noisy, all the time. Yes, it is the city that never sleeps. Well, I would sleep well. I'm tired for 8 years. Tired and scared, with black and blue marks on my elbows to try to keep between the gateway for elves. New Jersey's great. There are department stores, and lawn and you do not have to wear a cup. For the rest of your life. I'm not afraid to say so. I love New Jersey. Just kidding."
Barney, Silence embarrassed. Tope then.," You know what, Ted... Live wherever you want. I do not care.  Hey, Lucy. What are you doing up?"
Barney," Look, it did."," Oh, thank you! Wait. Good evening, New York.  Our story tonight, the baby panda at the zoo in Central Park made his first tooth today. I think that makes him a... Bear molar. Bear molar. Bear molar. You know what? It's really over for me. Good night, New York."
Barney, You think you're there for something?," It really stops.  I think so. Good job, Barney."
Barney," Oh, my God! Thank you! Oh, I k*lled my arm. My arm has never been so sore since I was 13 the day I knew how to close the bathroom. Cool!"," I think so. Good job, Barney.  What's the matter?"
Barney," You there, what's your name?", There he is.  Excuse me?
Barney," Your name, woman, what's your name?"," Excuse me?  I knew it. You are the Cindy, one that can change everything and bring us to our downfall. Listen to me, Cindy. I am Barney Stinson, and I have an urgent mission from the future."
Barney," I knew it. You are the Cindy, one that can change everything and bring us to our downfall. Listen to me, Cindy. I am Barney Stinson, and I have an urgent mission from the future."," Your name, woman, what's your name?  From the future?"
Barney," The future, and I can prove it to you. In exactly four seconds, the woman at this table will slap this man.", From the future?  What are you doing?
Barney," In a few minutes, the young me your time will enter through this door. I know it sounds crazy, but to save the planet, you have to sleep with him tonight.", What are you doing?  What? I...
Barney," I have not the time to explain. I must return to reality accelerator before the vortex closes. Only you can save us, Cindy. I must go!"," You mean what?  Well, the movers arrive in 14 hours. We have to go back to finish the boxes."
Barney, Vive la vodka.," Excellent. A bottle of beer with it, and what do you think will cancel the Scotch?  It will not work."
Barney," I guess I have time for a drink and 45 minutes to an hour for other activities, but after that, I must return to the top secret research project I'm working on."," My God, you are... ho, my God! I offer you a drink?  Global warming?"
Barney, My God! How do you know that?, Global warming?  Look at this. A photo of the day we moved. So many good memories.
Barney, It does not stop a fight between girls! Ever!," It's good enough!  Barney's fault entirely. As fat burning on the mantelpiece, for that matter."
Barney, This is the man of the evening. It's time to let the monster out of his cage!, Thank you. This is the boost I need. I love you all.  No.
Barney," Come on, man. People want to see Bruce Banner.They want Hulk. What?"," No.  This evening, we celebrated our first successful intervention."
Barney, You're going to seriously continue to wear this hat?," It's true. We live.  Yes, it's been two weeks."
Barney, What?," We know, darling, you know. This is a brand new vest.  The magic tricks."
Barney," The magic tricks? Guys, interventions are meant to help people, not to address every aspect you do not like.Sorry, but it warms me. It makes me boil! I mean, I am filled with a burning rage! (There is a magic trick, but set f*re to the banner) Thanks! Oh, shit."," Specifically, those with f*re.  It smells like hair!"
Barney," Yes! In the mouth! You said that the Barney the future work out. You told me I was crazy. My shrink told me I was crazy. Which is the narcissist with severe emotional disorders, Dr. Grossbard? A banner of intervention?That's what?", What was your biggest problem with me and Stella?  Stella.
Barney, I can not remain indifferent..., Stella.  You kept it on you?
Barney," Please. I can not remain impassive while you make the biggest mistake a man can do... get married. Keep my words, it will all part... Flames! Oh, shit! I sent the flame too soon. I had so many important things to say, and... The fact is, Ted, marriage is stupid. Each year there are a million girls aged 22, sexy, who go to bars and call me, glass half full, but I think they become beasts."," You kept it on you?  Even you, you will meet more girls in 22 years when you get 80."
Barney, I meet this challenge.," Even you, you will meet more girls in 22 years when you get 80.  What challenge?"
Barney, Prove that I will be just as great at 80. I'll go out with a girl of 22 years with my old man makeup.," What challenge?  I did not challenge. I would love to see it, but I've not challenged."
